HstNummer;Name ohne Ort;Ort;Globale ID;WGS84 X;WGS84 Y
2819;Dorfstraße;Langenbach (Oberbay);de:09178:2819;48,4359245;11,8482126
2820;Marzling;Marzling;de:09178:2820;48,410183;11,7996677
2821;Siedlung;Marzling;de:09178:2821;48,4103679;11,8049947
2822;Gewerbegebiet;Unterhaching;de:09184:2822;;
2823;Nordstraße;Marzling;de:09178:2823;48,4113637;11,7979339
2824;Rathaus;Paunzhausen;de:09178:2824;48,4744886;11,5677496
2825;Hauptstraße;Paunzhausen;de:09178:2825;48,4771327;11,5637701
2826;Schernbuch;Schernbuch;de:09178:2826;48,4654236;11,5850601
2827;Letten;Letten (Paunzhausen);de:09178:2827;48,4799137;11,5505379
2828;Göttschlag;Göttschlag;de:09178:2828;48,4314246;11,6086409
2829;Hauptplatz;Pfaffenhofen (Ilm);de:09186:8749;48,5299032;11,5060982
2830;Langenbach;Langenbach (Oberbay);de:09178:2830;48,437778;11,8531893
2831;Freising (S) P+R-Platz;Freising;de:09178:2831;48,3958341;11,7462089
2832;Schönmetzlerstraße;Freising;de:09178:2832;48,3994784;11,7382229
2833;Savoyer Au;Freising;de:09178:2833;48,389547;11,7542488
2834;Schwimmbad Süd;Freising;de:09178:2834;48,3923208;11,7545722
2835;Am Kneippgarten;Freising;de:09178:2835;48,409384;11,7321323
2836;Kirche St. Lantpert;Freising;de:09178:2836;48,3946948;11,7587045
2837;Schwimmbad;Freising;de:09178:2837;48,3942654;11,7527576
2838;Ottostr./Heiliggeistgasse;Freising;de:09178:2838;48,3994784;11,7499639
2839;Erdinger Straße 31;Freising;de:09178:2839;48,3962099;11,7539434
2840;Moosburg;Moosburg (an der Isar);de:09178:2840;48,4699622;11,9308307
2841;Epiphanias-Zentrum;Freising;de:09178:2841;48,3909429;11,7684871
2842;Moosstraße;Freising;de:09178:2842;48,3925952;11,7651005
2843;Tuchinger Weg;Marzling;de:09178:2843;48,4102784;11,7906306
2844;Finkenstraße;Freising;de:09178:2844;48,395184;11,7653251
2845;Haggertystraße;Freising;de:09178:2845;48,3967348;11,7713078
2846;Kepserstraße;Freising;de:09178:2846;48,3953271;11,7699693
2847;Rudlfinger Straße;Marzling;de:09178:2847;48,4100697;11,7942508
2848;Falkenstraße;Freising;de:09178:2848;48,399878;11,7697807
2849;Schwabenau;Freising;de:09178:2849;48,4006056;11,7663491
2850;Hallbergmoos;Hallbergmoos;de:09178:2850;48,3088312;11,7139774
2851;Marienplatz;Freising;de:09178:2851;48,40054;11,7438643
2852;Isarstraße;Freising;de:09178:2852;48,3974028;11,7559826
2853;Untere Hauptstraße;Freising;de:09178:2853;48,401536;11,7486164
2854;Obere Hauptstraße;Freising;de:09178:2854;48,3995857;11,7416275
2855;Amtsgerichtsgasse;Freising;de:09178:2855;48,4014823;11,7463077
2856;Camerloherstraße;Freising;de:09178:2856;48,4064023;11,7382948
2857;Berufsschule;Freising;de:09178:2857;48,4077978;11,7299584
2858;Obervellacher Straße;Freising;de:09178:2858;48,406128;11,7318538
2859;Schlüterstraße;Freising;de:09178:2859;48,3864449;11,7369383
2860;Flughafen, Besucherpark;München-Flughafen;de:09178:2860;48,3527333;11,7640764
2861;Flughafen, Briefzentrum;München-Flughafen;de:09178:2861;48,3549062;11,745607
2862;Wallbergstraße;Freising;de:09178:2862;48,4120076;11,736552
2863;Kreuzbreite;Freising;de:09178:2863;48,4061817;11,7255207
2864;Waldsiedlung;Freising;de:09178:2864;48,4175288;11,7355369
2865;Katharina-Mair-Straße;Freising;de:09178:2865;48,3890161;11,7647052
2866;Stadtwerke;Freising;de:09178:2866;48,4033073;11,7345847
2867;Plantagenweg Süd;Freising;de:09178:2867;48,4084478;11,7359412
2868;Plantagenweg;Freising;de:09178:2868;48,4109164;11,7352315
2869;Dürneck;Dürneck;de:09178:2869;48,37012;11,724308
2870;Eggertshofen;Eggertshofen;de:09178:2870;48,3623316;11,7196188
2871;Acheringer Hauptstraße;Achering;de:09178:2871;48,3437302;11,7094139
2872;Kleine Wies;Freising;de:09178:2872;48,412753;11,7355639
2873;Aiterbach, Abzw.;Aiterbach (Kr FS);de:09178:2873;48,4508341;11,6073473
2874;Karwendelring;Freising;de:09178:2874;48,4118407;11,7399477
2875;Metzgerweg;Lochhofen;de:09184:2875;47,9464762;11,6357341
2876;Waldfriedhof;Freising;de:09178:2876;48,4126874;11,745652
2877;Schönleutnerstraße;Oberschleißheim;de:09184:2877;48,248336;11,551014
2878;Veit-Adam-Straße;Freising;de:09178:2878;48,4104156;11,7470174
2879;Bahnhofstraße;Freising;de:09178:2879;48,3994963;11,7422743
2880;Dr.-Max-Straße;Grünwald (Kr München);de:09184:2880;48,0549894;11,5380154
2881;Milanweg;Achering;de:09178:2881;48,3469423;11,7096924
2882;Seniorenzentrum;Freising;de:09178:2882;48,4085491;11,7441338
2883;Stadtfriedhof;Freising;de:09178:2883;48,4021622;11,7406663
2884;Vimystraße;Freising;de:09178:2884;48,4073803;11,7450501
2885;Klinikum Ost;Freising;de:09178:2885;48,4056211;11,7467299
2886;General-von-Stein-Straße;Freising;de:09178:2886;48,4085491;11,7505118
2887;Schule Neustift;Freising;de:09178:2887;48,4059789;11,7540871
2888;Asamstraße;Freising;de:09178:2888;48,4097239;11,752542
2889;Gewerbepark Römerweg;Mintraching (Grüneck);de:09178:2889;48,3300135;11,6926154
2890;Düwellstraße;Freising;de:09178:2890;48,4079647;11,7374414
2891;Stadtplatz;Moosburg (an der Isar);de:09178:2891;48,4671867;11,9351785
2892;Angermaierstraße;Freising;de:09178:2892;48,4126695;11,7549226
2893;Weningstraße;Moosburg (an der Isar);de:09178:2893;48,4626955;11,9289173
2894;Moltkestraße;Freising;de:09178:2894;48,4126039;11,7578511
2895;Dorfstraße/Bahnhof;Langenbach (Oberbay);de:09178:2895;48,4389342;11,851716
2896;Wiesenthalstraße;Freising;de:09178:2896;48,4090918;11,7599082
2897;Dr.-v.-Daller-Straße;Freising;de:09178:2897;48,4035637;11,7551292
2898;Landratsamt;Freising;de:09178:2898;48,407118;11,757896
2899;Gewerbepark;Langenbach (Oberbay);de:09178:2899;48,4353643;11,8685235
2900;Birkenallee;Pullach (im Isartal);de:09184:2900;48,0511884;11,5119193
2901;Montessorischule;Freising;de:09178:2901;48,3871011;11,757357
2902;Landshuter Straße;Freising;de:09178:2902;48,4040289;11,7513024
2903;Fraunhofer-Institut;Freising;de:09178:2903;48,3947784;11,7103482
2904;Moosgasse;Freising;de:09178:2904;48,3929412;11,7046079
2905;Hochfeldweg;Freising;de:09178:2905;48,4011006;11,7238049
2906;Studentenheim;Freising;de:09178:2906;48,3951243;11,7114261
2907;Alois-Steinecker-Straße;Freising;de:09178:2907;48,4031939;11,740846
2908;Bachstraße;Freising;de:09178:2908;48,3959295;11,7190349
2909;Angererweg;Freising;de:09178:2909;48,4051977;11,7561353
2910;Hofmiller-/Vimystr.1;Freising;de:09178:2910;48,4056987;11,7410795
2911;Weihenstephan;Freising;de:09178:2911;48,3977606;11,7233558
2912;Hohenbachernstraße;Freising;de:09178:2912;48,3982855;11,7197266
2913;Egilbertstraße;Freising;de:09178:2913;48,3968362;11,7085336
2914;Schule Vötting;Freising;de:09178:2914;48,3983332;11,7143726
2915;Thalhauser Straße;Freising;de:09178:2915;48,3991026;11,7342703
2916;Lintnerstraße;Freising;de:09178:2916;48,3986434;11,7345667
2917;Am Staudengarten;Freising;de:09178:2917;48,3985479;11,7285211
2918;Weihenstephaner Straße;Freising;de:09178:2918;48,398208;11,7371
2919;Am Vogelherd;Freising;de:09178:2919;48,4017805;11,7191157
2920;Lange Point;Freising;de:09178:2920;48,4039096;11,7303177
2921;Steinbreite;Freising;de:09178:2921;48,4039096;11,7258351
2922;Hofmiller-Gymnasium;Freising;de:09178:2922;48,4057643;11,7421755
2923;Techn. Zentrale;Freising;de:09178:2923;48,4057643;11,7187025
2924;Hittostraße;Freising;de:09178:2924;48,3971165;11,7106356
2925;Sonnenstraße;Freising;de:09178:2925;48,4015539;11,7527756
2926;Am Mitterfeld;Freising;de:09178:2926;48,3977189;11,7142379
2927;Heiliggeistgasse;Freising;de:09178:2927;48,3999734;11,7495147
2928;Gartenstraße;Freising;de:09178:2928;48,3946233;11,739247
2929;Sixthaselbach;Sixthaselbach;de:09178:2929;48,4981558;11,8712005
2930;Hans-Sachs-Straße;Unterhaching;de:09184:2930;48,0643736;11,6170402
2931;Giggenhauser Straße;Freising;de:09178:2931;48,396186;11,7173101
2932;Frühlingstraße;Freising;de:09178:2932;48,392458;11,7371539
2933;Schweinersdorf;Schweinersdorf;de:09178:2933;48,5063043;11,8728893
2934;Malvenstraße;Freising;de:09178:2934;48,3907222;11,7327342
2935;Freisinger Straße;Langenbach (Oberbay);de:09178:2935;48,4336299;11,8409902
2936;Gutenbergstraße;Freising;de:09178:2936;48,3873457;11,7326623
2937;Angerstraße Durchgang;Freising;de:09178:2937;48,3912053;11,7383756
2938;Angerstraße;Freising;de:09178:2938;48,3887536;11,7353393
2939;Gute Änger;Freising;de:09178:2939;48,3913545;11,7624235
2940;Angerbrunnenstraße;Freising;de:09178:2940;48,3888252;11,7577882
2941;Richard-Strauss-Straße;Planegg;de:09184:2941;48,1096913;11,4278909
2942;Prinz-Ludwig-Straße;Freising;de:09178:2942;48,4037247;11,7397051
2943;Kugler Alm Weg;Oberhaching;de:09184:2943;48,0355972;11,5786551
2944;Steinpark;Freising;de:09178:2944;48,4099027;11,7480505
2945;Josefstraße;Deisenhofen (b München);de:09184:2945;48,0107894;11,5926778
2946;Jägerstraße;Deisenhofen (b München);de:09184:2946;48,0156449;11,5851589
2947;Kugler Alm;Oberhaching;de:09184:2947;48,03448;11,5762387
2948;Kölblstraße;Freising;de:09178:2948;48,404011;11,754141
2949;Am Sportplatz;Oberhaching;de:09184:2949;48,0292777;11,5820777
2950;Gewerbegebiet;Attaching;de:09178:2950;48,3845597;11,7811534
2951;Ampertshausen, Abzw.;Ampertshausen (Kr FS);de:09178:2951;48,4171532;11,6724123
2952;Maxhofweg;Neuried (Kr München);de:09184:2952;48,0894076;11,466734
2953;Zugspitzstraße;Neuried (Kr München);de:09184:2953;48,0878235;11,46995
2954;Maibaum;Attaching;de:09178:2954;48,3792199;11,7748472
2955;Fasanenstraße;Unterhaching;de:09184:2955;48,0823326;11,6059819
2956;Volksschule;Nandlstadt;de:09178:2956;48,5333058;11,8044377
2957;Schatz, Abzw.;Schatz;de:09178:2957;48,5336746;11,8259793
2958;Marktstraße;Nandlstadt;de:09178:2958;48,5367499;11,8055067
2959;Hagsdorf;Hagsdorf (Obb);de:09178:2959;48,5026558;11,8637894
2960;Figlsdorf;Figlsdorf;de:09178:2960;48,5199794;11,795733
2961;Gallersberg;Gallersberg (Kr FS);de:09178:2961;48,4884819;11,7862019
2962;Baywa;Nandlstadt;de:09178:2962;48,5391885;11,7999731
2963;Sportplatz;Nandlstadt;de:09178:2963;48,5369343;11,8174812
2964;Mainburger Str.45;Nandlstadt;de:09178:2964;48,5412821;11,7894897
2965;Betriebshst. Ladestation;Unterföhring;de:09184:2965;48,1852957;11,6461186
2966;Großgründling;Großgründling;de:09178:2966;48,5461232;11,7756377
2967;Bergstraße;Deisenhofen (b München);de:09184:2967;48,0188056;11,594744
2968;Leitersdorf;Leitersdorf (Kr FS);de:09178:2968;48,5517607;11,76749
2969;Business-Campus Nord;Unterschleißheim;de:09184:2969;48,2758992;11,5601498
2970;Tölzer Straße;Deisenhofen (b München);de:09184:2970;48,0180966;11,596352
2971;Parkstraße;Unterhaching;de:09184:2971;48,0789237;11,6047961
2972;Haslach, Abzw.;Haslach (Hallertau);de:09178:2972;48,5551678;11,7619743
2973;Lerchenweg;Sauerlach;de:09184:2973;47,9706353;11,6387435
2974;Freisinger Straße;Au in der Hallertau;de:09178:2974;48,5545256;11,7473947
2975;Hartlweg;Sauerlach;de:09184:2975;47,9710984;11,6468013
2976;Moosburger Straße;Au in der Hallertau;de:09178:2976;48,5554651;11,7481672
2977;Kirchstraße;Sauerlach;de:09184:2977;47,9756871;11,6499544
2978;Rathaus;Au in der Hallertau;de:09178:2978;48,5575461;11,742427
2979;Hofen;Hofen (Kr FS);de:09178:2979;48,592037;11,707752
2980;Margarethenstraße;Sauerlach;de:09184:2980;47,9769079;11,653925
2981;Haydnstraße;Sauerlach;de:09184:2981;47,979656;11,6520565
2982;Hopfenhalle;Au in der Hallertau;de:09178:2982;48,5602513;11,7378186
2983;Abensweg;Au in der Hallertau;de:09178:2983;48,5574391;11,7362376
2984;Enzelhausen;Enzelhausen;de:09178:2984;48,5805446;11,7482481
2985;Schulbushaltestelle;Kronthal (Obb);de:09178:2985;48,5836586;11,7586146
2986;Stahl-Siedlung;Rudelzhausen;de:09178:2986;48,5846748;11,7629535
2987;Lindenstraße;Rudelzhausen;de:09178:2987;48,5938729;11,7665917
2988;Eichenfeld;Rudelzhausen;de:09178:2988;48,5906407;11,768568
2989;Finsinger Feld Ost;Ottobrunn;de:09184:2989;48,0700705;11,6511222
2990;Finsinger Feld West;Ottobrunn;de:09184:2990;48,0709709;11,6461725
2991;Ebrantshauser Straße;Mainburg/Kr Kelheim;de:09273:3153;48,64797;11,7779733
2992;Am Sportgelände;Puttenhausen (Ndb);de:09273:843;48,6053207;11,7744789
2993;Berufsschule;Mainburg/Kr Kelheim;de:09273:837;48,6477978;11,782393
2994;Ziegelei;Puttenhausen (Ndb);de:09273:842;48,6101141;11,7763564
2995;Hagweg;Potzham;de:09184:2995;48,0293919;11,6145967
2996;Gewerbegebiet Auhof;Mainburg/Kr Kelheim;de:09273:81816;48,6254118;11,7772008
2997;Schulzentrum;Mainburg/Kr Kelheim;de:09273:427;48,6493231;11,7704455
2998;Gewerbegebiet Straßäcker;Mainburg/Kr Kelheim;de:09273:81817;48,6329224;11,7784584
2999;Josef-Brückl-Straße;Zolling;de:09178:2999;48,4517457;11,7763923
3000;Busbahnhof;Mainburg/Kr Kelheim;de:09273:3151;48,6399511;11,7800934
3001;Wies;Wies (Freising);de:09178:3001;48,4182562;11,747233
3002;Griesplatz;Mainburg/Kr Kelheim;de:09273:3150;48,6408237;11,784037
3003;Tüntenhausen;Tüntenhausen;de:09178:3003;48,4279972;11,7515898
3004;Birkenfeldstraße;Otterloh;de:09184:3004;47,9961598;11,6562247
3005;Amperleite;Tüntenhausen;de:09178:3005;48,4342617;11,7572133
3006;Ort;Anglberg;de:09178:3006;48,4552728;11,7910708
3007;Erlau;Erlau (Oberbay);de:09178:3007;48,439846;11,7627559
3008;Weihrinnen;Weihrinnen;de:09178:3008;48,4577988;11,812262
3009;Freisinger Straße;Zolling;de:09178:3009;48,4503277;11,769098
3010;Freisinger Straße;Haag an der Amper;de:09178:3010;48,4578524;11,819736
3011;Flitzing, Abzw.;Flitzing;de:09178:3011;48,461522;11,7678134
3012;Dorfplatz;Haag an der Amper;de:09178:3012;48,4583885;11,8321597
3013;Kratzerimbach;Kratzerimbach;de:09178:3013;48,4672641;11,762136
3014;Untermarchenbach, Abzw.;Untermarchenbach;de:09178:3014;48,4604259;11,8493265
3015;Thonhausen, Abzw.;Thonhausen (Wolfersdorf);de:09178:3015;48,4800149;11,7585338
3016;Untermarchenbach;Untermarchenbach;de:09178:3016;48,467151;11,8434066
3017;Haarland;Haarland (Attenkirchen);de:09178:3017;48,4849511;11,7599891
3018;Mittermarchenbach;Mittermarchenbach;de:09178:3018;48,4733451;11,8354296
3019;Götzendorf, Abzw.;Götzendorf (Attenkirchen);de:09178:3019;48,4917087;11,762172
3020;Golkofen;Golkofen;de:09173:3020;47,8902516;11,5487233
3021;Waldeck;Attenkirchen;de:09178:3021;48,5016558;11,7596208
3022;Obermarchenbach;Obermarchenbach;de:09178:3022;48,4804913;11,8203469
3023;Kirche;Attenkirchen;de:09178:3023;48,5068697;11,7584709
3024;Hausmehring;Hausmehring (Haag);de:09178:3024;48,4832244;11,8108517
3025;Nord;Attenkirchen;de:09178:3025;48,5103989;11,7600789
3026;Gerlhausen;Gerlhausen;de:09178:3026;48,4826706;11,7917715
3027;Weihersdorf;Weihersdorf (Nandlstadt);de:09178:3027;48,5130947;11,7687566
3028;Oberappersdorf;Oberappersdorf;de:09178:3028;48,4972927;11,8019584
3029;Aiglsdorf, Abzw.;Aiglsdorf;de:09178:3029;48,5194261;11,7826086
3030;Thalham;Thalham (Attenkirchen);de:09178:3030;48,4889343;11,7639327
3031;Hettenkirchen, Abzw.;Hettenkirchen;de:09178:3031;48,5215919;11,755228
3032;Unterholzhäuseln, Abzw.;Oberappersdorf;de:09178:3032;48,5069828;11,8034046
3033;Reichertshausen;Reichertshausen (Au);de:09178:3033;48,5375469;11,7544015
3034;Baumgarten;Baumgarten (Nandlstadt);de:09178:3034;48,5283207;11,8253685
3035;Kürzling;Kürzling;de:09178:3035;48,5460102;11,7516976
3036;Moosburger Straße;Nandlstadt;de:09178:3036;48,5333534;11,8113098
3037;Figlsdorf, Abzw.;Figlsdorf;de:09178:3037;48,5182896;11,7950054
3038;Zulehen;Zulehen (Kr FS);de:09178:3038;48,5487458;11,8111661
3039;Gründl;Gründl (Kr FS);de:09178:3039;48,5193785;11,8161248
3040;Höhenkirchener Straße;Dürrnhaar;de:09184:3040;47,9949335;11,7341176
3041;Hausmehringer Str.;Nandlstadt;de:09178:3041;48,5394324;11,8072315
3042;Hausmehring;Hausmehring (Nandlstadt);de:09178:3042;48,5562678;11,8104115
3043;Süd;Untermarchenbach;de:09178:3043;48,4653045;11,8459219
3044;Weingarten, Abzw.;Weingarten (Rudelzhausen);de:09178:3044;48,562885;11,8207242
3045;Pfettrach;Pfettrach (Attenkirchen);de:09178:3045;48,5218655;11,7490206
3046;Ried;Ried (b Nandlstadt);de:09178:3046;48,5699948;11,8273088
3047;Grafendorf;Grafendorf (b Volkenschwand);de:09178:3047;48,5817451;11,8310189
3048;Angerstraße;Oberappersdorf;de:09178:3048;48,4972986;11,7986256
3049;Aiglsdorf;Aiglsdorf;de:09178:3049;48,5222404;11,7826715
3050;Egmatinger Straße;Dürrnhaar;de:09184:3050;47,9928956;11,7345039
3051;Moosburger Straße;Hebrontshausen;de:09178:3051;48,5857445;11,8239761
3052;Hennerbachbrücke;Hebrontshausen;de:09178:3052;48,5874558;11,8200235
3053;Ort;Flitzing;de:09178:3053;48,4625883;11,7716133
3054;Bergmühle;Bergmühle (Rudelzhausen);de:09178:3054;48,5883293;11,8143012
3055;Anglberg, Abzw.;Anglberg;de:09178:3055;48,4540455;11,7915738
3056;Hemersdorf;Hemersdorf;de:09178:3056;48,5870815;11,8038179
3057;Süd;Tegernbach (b Mainburg);de:09178:3057;48,5781139;11,7981405
3058;Ort;Tegernbach (b Mainburg);de:09178:3058;48,5794214;11,8005211
3059;Hagmühle;Hagmühle (Obb);de:09178:3059;48,5896365;11,7883129
3060;Schwaiba;Schwaiba;de:09178:3060;48,569008;11,7936939
3061;Freundsbach, Abzw.;Freundsbach;de:09178:3061;48,5080124;11,9228896
3062;Gremertshausen;Gremertshausen;de:09178:3062;48,3847148;11,6303352
3063;Pellhausen, Ort;Pellhausen;de:09178:3063;48,3908773;11,6792665
3064;Kreisstraße;Sünzhausen (Freising);de:09178:3064;48,3879124;11,6590544
3065;Lageltshausen, Ort;Lageltshausen;de:09178:3065;48,3823522;11,669906
3066;Lageltshausen, Abzw.;Lageltshausen;de:09178:3066;48,3865463;11,6750354
3067;Adlerstraße;Sünzhausen (Freising);de:09178:3067;48,3891533;11,6627914
3068;Maibaum;Sünzhausen (Freising);de:09178:3068;48,3892785;11,6586052
3069;Niernsdorf;Niernsdorf;de:09178:3069;48,4414253;11,519555
3070;Kirchfeldstraße;Dürrnhaar;de:09184:3070;47,9886631;11,7366059
3071;Dürnast;Dürnast (Obb);de:09178:3071;48,4051619;11,6952026
3072;Hohenbachern;Hohenbachern;de:09178:3072;48,3982915;11,6905852
3073;Christopher-Paudiß-Platz;Freising;de:09178:3073;48,4010708;11,7510688
3074;Siedlung;Wolfersdorf (Oberbay);de:09178:3074;48,4768588;11,7098721
3075;Holzen;Holzen (Zolling);de:09178:3075;48,4652807;11,7245954
3076;Gasthof;Wolfersdorf (Oberbay);de:09178:3076;48,4803781;11,7078239
3077;Anwesen zum Fürst;Wolfersdorf (Oberbay);de:09178:3077;48,4690152;11,7168789
3078;Jägersdorfer Straße;Billingsdorf;de:09178:3078;48,4828076;11,6985173
3079;Am Hölzl;Jägersdorf (Kr FS);de:09178:3079;48,4807354;11,6931993
3080;Jägersdorf;Jägersdorf (Kr FS);de:09178:3080;48,4798303;11,6881598
3081;Bahnhofstraße;Zorneding;de:09175:3081;48,084133;11,825593
3082;Bräugasse;Aying;de:09184:3082;47,9707316;11,7803359
3083;Badendorf;Alsdorf (Wolfersdorf);de:09178:3083;48,505477;11,7158369
3084;Wolfersdorf, Abzw.;Wolfersdorf (Oberbay);de:09178:3084;48,4781986;11,7291499
